Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D18_POSTsiembre_P1_B2_(IV),00004.882560,B2_22,0.02
Description,,00006.376080,B2_22,0.021
Maestro Edge (Maestro-091) Settings,,00013.048080,B2_22,0.02
   Original File Time,04/23/2024 14:59:01,00014.322560,B2_22,0.017
   Sampling Frequency,12.5 kHz,00016.154480,B2_22,0.018
   Voltage Scale,-5.484861781483107E-08 V/sample,00017.428160,B2_22,0.022
   Experiment Start Time,04/23/2024 14:48:19,00019.594080,B2_22,0.021
   Referencing Method,Median,00019.709680,B2_22,0.018
   Analog Mode Setting,Neural Spikes,00022.585200,B2_22,0.017
   Plate Type,CytoView MEA 24,00028.440960,B2_22,0.02
   Digital Low Pass Filter,3 kHz Kaiser Window,00029.282320,B2_22,0.02
   Digital High Pass Filter,200 Hz IIR,00032.332960,B2_22,0.018
   Temperature Set Point,37.0 Degrees C,00032.403760,B2_22,0.017
   Current Temperature,37.0 Degrees C,00032.655360,B2_34,0.043
   Heater Power,On,00032.664640,B2_34,0.038
   Legacy Heating Mode,Off,00032.666640,B2_33,0.022
   Barcode Plate Type,TwentyFourWell,00032.668480,B2_34,0.03
   Plate Serial Number,114-3632,00032.673840,B2_34,0.031
   CO2 Conc. Set Point,5.0 %,00032.681120,B2_34,0.034
   Actual CO2 Conc.,5.0 %,00032.689680,B2_34,0.03
   Gas Mixer Status,Regulating,00032.704880,B2_11,0.028
   AxIS Version,3.10.3.6,00032.705760,B2_34,0.041
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00032.760240,B2_34,0.041
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00032.783360,B2_34,0.027
,,00032.804640,B2_11,0.034
Spike Detector Settings,,00032.897360,B2_34,0.042
   Method,Adaptive Threshold Crossing,00032.908160,B2_11,0.035
   Threshold,6,00032.932400,B2_34,0.032
   Threshold Status,Variable,00032.986160,B2_34,0.032
   Threshold Crossing Only,True,00033.036080,B2_11,0.031
   Pre-Spike Duration,0.84 ms,00033.040080,B2_34,0.036
   Post-Spike Duration,2.16 ms,00033.083760,B2_34,0.031
