Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D17_POSTsiembra_P1_B4_(IV),00000.872640,B4_34,0.026
Description,,00000.921120,B4_11,0.021
Maestro Edge (Maestro-091) Settings,,00001.244080,B4_34,0.04
   Original File Time,04/22/2024 14:42:08,00001.623920,B4_31,0.129
   Sampling Frequency,12.5 kHz,00001.626240,B4_31,0.013
   Voltage Scale,-5.484861781483107E-08 V/sample,00001.628560,B4_31,0.045
   Experiment Start Time,04/22/2024 14:39:22,00001.647440,B4_31,0.021
   Referencing Method,Median,00001.676880,B4_34,0.036
   Analog Mode Setting,Neural Spikes,00001.764960,B4_44,0.052
   Plate Type,CytoView MEA 24,00001.767520,B4_34,0.04
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.767680,B4_44,0.152
   Digital High Pass Filter,200 Hz IIR,00001.771360,B4_34,0.073
   Temperature Set Point,37.0 Degrees C,00001.772080,B4_14,0.039
   Current Temperature,36.6 Degrees C,00001.772080,B4_44,0.171
   Heater Power,On,00001.773120,B4_23,0.072
   Legacy Heating Mode,Off,00001.774000,B4_12,0.079
   Barcode Plate Type,TwentyFourWell,00001.774880,B4_34,0.039
   Plate Serial Number,114-3632,00001.774960,B4_44,0.118
   CO2 Conc. Set Point,5.0 %,00001.776240,B4_14,0.047
   Actual CO2 Conc.,5.0 %,00001.776400,B4_12,0.03
   Gas Mixer Status,Regulating,00001.776400,B4_23,0.018
   AxIS Version,3.10.3.6,00001.776640,B4_31,0.126
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.777760,B4_34,0.072
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.777760,B4_44,0.203
,,00001.778640,B4_23,0.043
Spike Detector Settings,,00001.778640,B4_33,0.027
   Method,Adaptive Threshold Crossing,00001.778720,B4_21,0.082
   Threshold,6,00001.778800,B4_14,0.069
   Threshold Status,Variable,00001.778960,B4_24,0.027
   Threshold Crossing Only,True,00001.779200,B4_31,0.025
   Pre-Spike Duration,0.84 ms,00001.779360,B4_12,0.047
   Post-Spike Duration,2.16 ms,00001.780320,B4_34,0.106
   Coincident Event Filter,Default (Well),00001.780320,B4_44,0.083
   Coincidence Occurrence Threshold,4 Electrodes,00001.780960,B4_23,0.029
   Coincidence Event Window,80 µs,00001.781360,B4_14,0.056
   Allow Sample Overlap,false,00001.781520,B4_21,0.05
   Spike Count Interval,1 s,00001.781520,B4_31,0.114
,,00001.781760,B4_12,0.039
,,00001.782320,B4_43,0.027
,,00001.782800,B4_34,0.077
,,00001.782880,B4_24,0.025
,,00001.783200,B4_23,0.203
,,00001.783280,B4_33,0.039
,,00001.783600,B4_44,0.239
,,00001.783840,B4_14,0.069
,,00001.783840,B4_41,0.022
,,00001.784080,B4_12,0.079
,,00001.784400,B4_21,0.091
,,00001.784880,B4_31,0.079
,,00001.785200,B4_43,0.043
,,00001.785280,B4_13,0.02
,,00001.785280,B4_34,0.158
,,00001.786080,B4_32,0.022
,,00001.786320,B4_14,0.073
,,00001.786640,B4_44,0.217
,,00001.786880,B4_33,0.043
,,00001.786960,B4_23,0.042
,,00001.787280,B4_31,0.115
,,00001.787360,B4_41,0.011
,,00001.787440,B4_21,0.115
,,00001.788080,B4_12,0.069
,,00001.789200,B4_44,0.126
,,00001.789360,B4_11,0.052
,,00001.789520,B4_23,0.052
,,00001.789680,B4_14,0.054
,,00001.789840,B4_41,0.018
,,00001.789920,B4_31,0.072
,,00001.790560,B4_12,0.059
,,00001.790800,B4_21,0.061
,,00001.791040,B4_43,0.023
,,00001.791680,B4_11,0.026
