Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D17_POSTsiembra_P1_B4_(I),00012.784480,B4_23,0.067
Description,,00012.797920,B4_23,0.062
Maestro Edge (Maestro-091) Settings,,00031.493680,B4_23,0.074
   Original File Time,04/22/2024 11:50:39,00035.853120,B4_23,0.08
   Sampling Frequency,12.5 kHz,00035.868880,B4_23,0.064
   Voltage Scale,-5.484861781483107E-08 V/sample,00035.871120,B4_23,0.02
   Experiment Start Time,04/22/2024 11:35:39,00035.876720,B4_23,0.036
   Referencing Method,Median,00035.883200,B4_23,0.036
   Analog Mode Setting,Neural Spikes,00035.888400,B4_23,0.034
   Plate Type,CytoView MEA 24,00038.671840,B4_21,0.018
   Digital Low Pass Filter,3 kHz Kaiser Window,00038.671840,B4_22,0.037
   Digital High Pass Filter,200 Hz IIR,00038.671840,B4_32,0.019
   Temperature Set Point,37.0 Degrees C,00038.674400,B4_22,0.013
   Current Temperature,37.0 Degrees C,00038.874000,B4_22,0.023
   Heater Power,On,00038.874160,B4_32,0.023
   Legacy Heating Mode,Off,00038.874400,B4_21,0.021
   Barcode Plate Type,TwentyFourWell,00038.876400,B4_22,0.013
   Plate Serial Number,114-3632,00040.288160,B4_23,0.073
   CO2 Conc. Set Point,5.0 %,00041.895680,B4_22,0.037
   Actual CO2 Conc.,5.0 %,00041.895760,B4_32,0.024
   Gas Mixer Status,Regulating,00041.895840,B4_21,0.019
   AxIS Version,3.10.3.6,00041.898080,B4_32,0.016
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00041.898400,B4_21,0.013
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00041.898400,B4_22,0.012
,,00042.101120,B4_21,0.016
Spike Detector Settings,,00042.101120,B4_22,0.032
   Method,Adaptive Threshold Crossing,00042.101280,B4_31,0.019
   Threshold,6,00042.101520,B4_32,0.021
   Threshold Status,Variable,00042.103600,B4_22,0.009
   Threshold Crossing Only,True,00042.400720,B4_14,0.028
   Pre-Spike Duration,0.84 ms,00044.260480,B4_23,0.069
   Post-Spike Duration,2.16 ms,00044.406880,B4_23,0.068
   Coincident Event Filter,Default (Well),00044.423920,B4_23,0.051
   Coincidence Occurrence Threshold,4 Electrodes,00044.430000,B4_23,0.042
   Coincidence Event Window,80 µs,00044.438000,B4_23,0.017
   Allow Sample Overlap,false,00044.443680,B4_23,0.029
   Spike Count Interval,1 s,00044.457280,B4_23,0.019
,,00045.143600,B4_22,0.033
,,00045.143680,B4_32,0.021
,,00045.143760,B4_21,0.025
,,00045.143840,B4_31,0.019
,,00045.363520,B4_22,0.028
,,00045.363680,B4_32,0.024
,,00045.363760,B4_21,0.019
,,00045.365840,B4_22,0.01
,,00048.340640,B4_44,0.221
,,00048.340880,B4_34,0.049
,,00048.343760,B4_34,0.025
,,00048.344240,B4_44,0.043
,,00048.344960,B4_23,0.042
,,00048.347440,B4_14,0.021
,,00048.347600,B4_44,0.185
,,00048.348800,B4_23,0.059
,,00048.349120,B4_34,0.041
,,00048.349920,B4_21,0.027
,,00048.350240,B4_14,0.056
,,00048.350480,B4_44,0.152
,,00048.350880,B4_12,0.073
,,00048.351280,B4_23,0.094
,,00048.351360,B4_34,0.056
,,00048.353280,B4_14,0.086
,,00048.353280,B4_44,0.19
,,00048.353360,B4_21,0.024
,,00048.353440,B4_12,0.026
,,00048.353520,B4_24,0.029
,,00048.354000,B4_23,0.099
,,00048.354080,B4_34,0.122
,,00048.355760,B4_44,0.173
,,00048.355840,B4_12,0.045
,,00048.356160,B4_14,0.114
,,00048.356480,B4_23,0.129
,,00048.356640,B4_21,0.044
,,00048.357200,B4_13,0.024
,,00048.357280,B4_34,0.171
,,00048.357600,B4_24,0.026
,,00048.358000,B4_31,0.126
,,00048.358160,B4_44,0.295
,,00048.358720,B4_12,0.076
,,00048.358800,B4_23,0.107
,,00048.359200,B4_14,0.027
,,00048.359200,B4_32,0.034
,,00048.359280,B4_21,0.082
,,00048.359600,B4_34,0.119
,,00048.359680,B4_33,0.047
,,00048.360400,B4_43,0.059
,,00048.360720,B4_31,0.038
,,00048.361120,B4_23,0.066
,,00048.361120,B4_44,0.134
,,00048.361520,B4_32,0.051
,,00048.361680,B4_14,0.076
,,00048.361760,B4_12,0.07
,,00048.361760,B4_13,0.02
,,00048.361760,B4_21,0.107
,,00048.362000,B4_41,0.027
,,00048.362400,B4_34,0.122
,,00048.362560,B4_33,0.025
,,00048.363360,B4_31,0.142
,,00048.363520,B4_23,0.085
,,00048.363840,B4_44,0.121
,,00048.363920,B4_32,0.042
,,00048.364160,B4_12,0.037
,,00048.364160,B4_21,0.111
,,00048.364240,B4_41,0.028
,,00048.364480,B4_13,0.021
,,00048.364480,B4_14,0.079
,,00048.364640,B4_43,0.026
,,00048.364880,B4_33,0.034
,,00048.365200,B4_11,0.027
,,00048.365520,B4_34,0.066
,,00048.365680,B4_31,0.066
,,00048.366240,B4_32,0.024
,,00048.366640,B4_41,0.034
,,00048.366880,B4_23,0.103
,,00048.367120,B4_12,0.047
,,00048.367200,B4_14,0.064
,,00048.367440,B4_33,0.042
,,00048.367440,B4_44,0.026
,,00048.367760,B4_11,0.038
,,00048.368160,B4_21,0.033
,,00048.368160,B4_31,0.057
,,00048.368720,B4_34,0.039
,,00048.369280,B4_32,0.028
,,00048.369600,B4_12,0.03
,,00048.369760,B4_44,0.075
,,00048.370080,B4_23,0.03
,,00048.370240,B4_41,0.01
,,00048.370400,B4_43,0.018
,,00048.370480,B4_21,0.042
,,00048.370720,B4_31,0.018
,,00048.370960,B4_11,0.03
,,00048.371120,B4_34,0.04
,,00048.371680,B4_14,0.041
,,00048.371760,B4_33,0.032
,,00048.371840,B4_32,0.029
,,00048.372480,B4_12,0.044
,,00048.372560,B4_23,0.041
,,00048.373040,B4_41,0.018
,,00048.373120,B4_21,0.051
,,00048.373360,B4_11,0.042
,,00048.373760,B4_44,0.042
,,00048.373840,B4_34,0.034
,,00048.374720,B4_14,0.037
,,00048.375360,B4_21,0.032
,,00048.375600,B4_12,0.024
,,00048.375840,B4_23,0.018
,,00048.376000,B4_44,0.076
,,00048.376160,B4_34,0.043
