Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D17_POSTsiembra_P1_B6_(IV),00004.444640,B6_41,0.023
Description,,00004.447680,B6_41,0.011
Maestro Edge (Maestro-091) Settings,,00004.450400,B6_41,0.029
   Original File Time,04/22/2024 15:05:16,00004.453120,B6_41,0.022
   Sampling Frequency,12.5 kHz,00004.462480,B6_41,0.016
   Voltage Scale,-5.484861781483107E-08 V/sample,00004.477680,B6_41,0.016
   Experiment Start Time,04/22/2024 15:00:33,00004.481680,B6_41,0.014
   Referencing Method,Median,00004.487840,B6_41,0.014
   Analog Mode Setting,Neural Spikes,00004.494800,B6_41,0.017
   Plate Type,CytoView MEA 24,00004.497200,B6_41,0.013
   Digital Low Pass Filter,3 kHz Kaiser Window,00004.500000,B6_41,0.01
   Digital High Pass Filter,200 Hz IIR,00004.503280,B6_41,0.026
   Temperature Set Point,37.0 Degrees C,00004.506640,B6_41,0.037
   Current Temperature,37.0 Degrees C,00004.508880,B6_41,0.025
   Heater Power,On,00004.511360,B6_41,0.024
   Legacy Heating Mode,Off,00004.513920,B6_41,0.013
   Barcode Plate Type,TwentyFourWell,00004.516240,B6_41,0.013
   Plate Serial Number,114-3632,00004.519440,B6_41,0.015
   CO2 Conc. Set Point,5.0 %,00004.522720,B6_41,0.017
   Actual CO2 Conc.,5.0 %,00004.528480,B6_41,0.011
   Gas Mixer Status,Regulating,00004.531040,B6_41,0.01
   AxIS Version,3.10.3.6,00004.533600,B6_41,0.021
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00004.538880,B6_41,0.015
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00004.541120,B6_41,0.013
,,00004.543360,B6_41,0.014
Spike Detector Settings,,00004.559520,B6_41,0.015
   Method,Adaptive Threshold Crossing,00004.563600,B6_41,0.012
   Threshold,6,00013.473920,B6_41,0.026
   Threshold Status,Variable,00013.476320,B6_41,0.02
   Threshold Crossing Only,True,00013.479760,B6_41,0.013
   Pre-Spike Duration,0.84 ms,00013.482640,B6_41,0.011
   Post-Spike Duration,2.16 ms,00013.485360,B6_41,0.014
   Coincident Event Filter,Default (Well),00013.488880,B6_41,0.018
   Coincidence Occurrence Threshold,4 Electrodes,00013.491840,B6_41,0.016
   Coincidence Event Window,80 µs,00013.508000,B6_41,0.013
   Allow Sample Overlap,false,00013.517840,B6_41,0.022
   Spike Count Interval,1 s,00013.522720,B6_41,0.016
,,00013.525360,B6_41,0.023
,,00013.528000,B6_41,0.022
,,00013.530720,B6_41,0.033
,,00013.533360,B6_41,0.019
,,00013.536400,B6_41,0.012
,,00013.541040,B6_41,0.02
,,00013.546400,B6_41,0.018
,,00013.548960,B6_41,0.011
,,00013.551760,B6_41,0.015
,,00013.561200,B6_41,0.023
,,00013.564000,B6_41,0.011
,,00013.604000,B6_41,0.014
,,00013.607360,B6_41,0.012
,,00018.254480,B6_41,0.015
,,00018.256880,B6_41,0.02
,,00018.259680,B6_41,0.028
,,00018.262080,B6_41,0.029
,,00018.266480,B6_41,0.015
,,00018.274080,B6_41,0.013
,,00018.284240,B6_41,0.011
,,00018.290960,B6_41,0.013
,,00018.295040,B6_41,0.012
,,00018.300960,B6_41,0.018
,,00018.304560,B6_41,0.013
,,00018.310160,B6_41,0.015
,,00018.314400,B6_41,0.016
,,00018.318800,B6_41,0.008
,,00018.321840,B6_41,0.009
,,00018.328080,B6_41,0.012
,,00018.331040,B6_41,0.02
,,00018.335040,B6_41,0.019
,,00018.337920,B6_41,0.01
,,00018.345120,B6_41,0.016
,,00018.347360,B6_41,0.012
,,00018.350480,B6_41,0.037
,,00018.354240,B6_41,0.026
,,00018.356640,B6_41,0.019
,,00018.359200,B6_41,0.019
,,00018.362800,B6_41,0.016
,,00018.367440,B6_41,0.021
,,00018.370800,B6_41,0.02
,,00018.373760,B6_41,0.018
,,00018.376880,B6_41,0.013
,,00018.382400,B6_41,0.007
,,00024.297760,B6_41,0.014
,,00024.300400,B6_41,0.025
,,00024.303600,B6_41,0.022
,,00024.306480,B6_41,0.023
,,00024.310960,B6_41,0.015
,,00024.313520,B6_41,0.016
,,00024.344320,B6_41,0.007
,,00024.346880,B6_41,0.016
,,00024.350880,B6_41,0.021
,,00024.353520,B6_41,0.023
,,00024.356080,B6_41,0.029
,,00024.359760,B6_41,0.039
,,00024.362160,B6_41,0.029
,,00024.365600,B6_41,0.012
,,00024.368400,B6_41,0.009
,,00024.371600,B6_41,0.018
,,00024.374240,B6_41,0.022
,,00024.377760,B6_41,0.008
,,00024.380080,B6_41,0.018
,,00024.385040,B6_41,0.01
,,00024.387920,B6_41,0.017
,,00024.391600,B6_41,0.012
,,00024.401920,B6_41,0.01
,,00024.447520,B6_41,0.02
,,00024.451040,B6_41,0.012
,,00024.471920,B6_41,0.009
,,00029.628000,B6_41,0.021
,,00029.632480,B6_41,0.013
,,00029.636480,B6_41,0.043
,,00029.639200,B6_41,0.027
,,00029.641440,B6_41,0.015
,,00029.646880,B6_41,0.012
,,00029.652000,B6_41,0.01
,,00029.664000,B6_41,0.012
