Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D18_POSTsiembre_P1_D3_(I),00000.043600,D3_11,0.049
Description,,00000.318720,D3_11,0.053
Maestro Edge (Maestro-091) Settings,,00001.056960,D3_11,0.091
   Original File Time,04/23/2024 12:26:02,00001.057840,D3_21,0.029
   Sampling Frequency,12.5 kHz,00001.058880,D3_12,0.028
   Voltage Scale,-5.484861781483107E-08 V/sample,00001.059920,D3_32,0.027
   Experiment Start Time,04/23/2024 11:30:21,00001.060240,D3_31,0.047
   Referencing Method,Median,00001.060560,D3_11,0.085
   Analog Mode Setting,Neural Spikes,00001.060640,D3_21,0.112
   Plate Type,CytoView MEA 24,00001.060640,D3_22,0.066
   Digital Low Pass Filter,3 kHz Kaiser Window,00001.061920,D3_12,0.041
   Digital High Pass Filter,200 Hz IIR,00001.062240,D3_14,0.073
   Temperature Set Point,37.0 Degrees C,00001.062880,D3_11,0.29
   Current Temperature,37.0 Degrees C,00001.063280,D3_31,0.042
   Heater Power,On,00001.063520,D3_21,0.061
   Legacy Heating Mode,Off,00001.063920,D3_22,0.046
   Barcode Plate Type,TwentyFourWell,00001.063920,D3_23,0.035
   Plate Serial Number,114-3632,00001.064320,D3_12,0.054
   CO2 Conc. Set Point,5.0 %,00001.064960,D3_33,0.037
   Actual CO2 Conc.,5.0 %,00001.065600,D3_14,0.077
   Gas Mixer Status,Regulating,00001.065920,D3_31,0.025
   AxIS Version,3.10.3.6,00001.066080,D3_42,0.052
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.066160,D3_13,0.06
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.066320,D3_21,0.098
,,00001.066320,D3_22,0.149
Spike Detector Settings,,00001.066560,D3_11,0.204
   Method,Adaptive Threshold Crossing,00001.066560,D3_12,0.06
   Threshold,6,00001.066720,D3_24,0.031
   Threshold Status,Variable,00001.066720,D3_41,0.019
   Threshold Crossing Only,True,00001.067280,D3_23,0.022
