Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D17_POSTsiembra_P1_A5_(I),00000.083840,A5_44,0.025
Description,,00000.157280,A5_22,0.017
Maestro Edge (Maestro-091) Settings,,00000.186800,A5_44,0.026
   Original File Time,04/22/2024 11:40:53,00000.300000,A5_44,0.024
   Sampling Frequency,12.5 kHz,00000.600160,A5_44,0.019
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.647360,A5_44,0.03
   Experiment Start Time,04/22/2024 11:35:39,00000.770960,A5_44,0.028
   Referencing Method,Median,00000.847040,A5_44,0.028
   Analog Mode Setting,Neural Spikes,00000.892000,A5_11,0.031
   Plate Type,CytoView MEA 24,00000.896320,A5_11,0.057
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.898560,A5_43,0.05
   Digital High Pass Filter,200 Hz IIR,00000.898880,A5_21,0.033
   Temperature Set Point,37.0 Degrees C,00000.899040,A5_11,0.052
   Current Temperature,37.0 Degrees C,00000.900640,A5_13,0.026
   Heater Power,On,00000.900640,A5_32,0.032
   Legacy Heating Mode,Off,00000.901040,A5_43,0.041
   Barcode Plate Type,TwentyFourWell,00000.901760,A5_11,0.083
   Plate Serial Number,114-3632,00000.903040,A5_32,0.027
   CO2 Conc. Set Point,5.0 %,00000.903280,A5_43,0.048
   Actual CO2 Conc.,5.0 %,00000.903360,A5_31,0.03
   Gas Mixer Status,Regulating,00000.903920,A5_21,0.029
   AxIS Version,3.10.3.6,00000.904720,A5_11,0.056
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00000.905600,A5_43,0.086
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00000.906160,A5_32,0.053
,,00000.906400,A5_31,0.033
Spike Detector Settings,,00000.906480,A5_24,0.052
   Method,Adaptive Threshold Crossing,00000.906560,A5_44,0.02
   Threshold,6,00000.907920,A5_11,0.039
   Threshold Status,Variable,00000.907920,A5_34,0.023
   Threshold Crossing Only,True,00000.908000,A5_43,0.026
   Pre-Spike Duration,0.84 ms,00000.908320,A5_33,0.025
   Post-Spike Duration,2.16 ms,00000.908400,A5_13,0.024
   Coincident Event Filter,Default (Well),00000.909040,A5_31,0.035
   Coincidence Occurrence Threshold,4 Electrodes,00000.909120,A5_24,0.022
   Coincidence Event Window,80 µs,00000.909200,A5_32,0.056
   Allow Sample Overlap,false,00000.910240,A5_34,0.032
   Spike Count Interval,1 s,00000.910320,A5_43,0.027
,,00000.910640,A5_21,0.032
,,00000.910800,A5_11,0.104
,,00000.910800,A5_44,0.077
,,00000.911920,A5_32,0.044
,,00000.912080,A5_24,0.119
,,00000.912480,A5_13,0.048
,,00000.912960,A5_34,0.036
,,00000.913040,A5_31,0.063
,,00000.913120,A5_21,0.051
,,00000.913120,A5_43,0.043
,,00000.913120,A5_44,0.024
,,00000.913840,A5_11,0.101
,,00000.914400,A5_32,0.06
,,00000.914480,A5_24,0.054
,,00000.914480,A5_33,0.08
,,00000.915120,A5_13,0.022
,,00000.915200,A5_42,0.027
,,00000.915440,A5_31,0.08
,,00000.915600,A5_43,0.077
,,00000.915760,A5_21,0.059
,,00000.915920,A5_34,0.03
,,00000.916400,A5_11,0.209
,,00000.916640,A5_22,0.02
,,00000.916720,A5_32,0.08
,,00000.916960,A5_23,0.026
,,00000.917040,A5_44,0.039
,,00000.917440,A5_14,0.034
,,00000.917440,A5_24,0.097
,,00000.917760,A5_13,0.02
,,00000.917920,A5_31,0.13
,,00000.918000,A5_42,0.031
,,00000.918080,A5_21,0.071
,,00000.918080,A5_33,0.048
,,00000.918080,A5_43,0.12
,,00000.918800,A5_11,0.722
,,00000.918800,A5_34,0.12
,,00000.919520,A5_32,0.1
,,00000.919760,A5_23,0.029
,,00000.920160,A5_13,0.028
,,00000.920160,A5_24,0.058
,,00000.920240,A5_44,0.076
,,00000.920560,A5_12,0.017
,,00000.920640,A5_33,0.053
,,00000.920640,A5_43,0.104
,,00000.920720,A5_21,0.051
,,00000.920960,A5_14,0.03
,,00000.920960,A5_31,0.052
,,00000.921120,A5_34,0.145
,,00000.921280,A5_42,0.02
,,00000.921680,A5_22,0.019
,,00000.922000,A5_32,0.182
,,00000.922080,A5_23,0.033
,,00000.922480,A5_11,0.516
,,00000.922560,A5_44,0.076
,,00000.922640,A5_24,0.057
,,00000.922960,A5_21,0.082
,,00000.923360,A5_13,0.069
,,00000.923360,A5_33,0.037
,,00000.923440,A5_14,0.034
,,00000.923600,A5_34,0.109
,,00000.923680,A5_43,0.099
,,00000.924320,A5_42,0.04
,,00000.924480,A5_22,0.037
,,00000.924960,A5_44,0.084
,,00000.925200,A5_41,0.01
,,00000.925440,A5_32,0.064
,,00000.925600,A5_13,0.175
,,00000.925600,A5_21,0.065
,,00000.925600,A5_23,0.037
,,00000.925840,A5_24,0.029
,,00000.925920,A5_14,0.069
,,00000.926000,A5_43,0.087
,,00000.926080,A5_31,0.109
,,00000.926480,A5_11,0.07
,,00000.926720,A5_12,0.021
,,00000.927120,A5_34,0.125
,,00000.928000,A5_13,0.062
,,00000.928000,A5_32,0.056
,,00000.928000,A5_44,0.032
,,00000.928400,A5_24,0.039
,,00000.928480,A5_43,0.072
,,00000.928720,A5_21,0.043
,,00000.929200,A5_31,0.082
,,00000.929360,A5_33,0.043
,,00000.929360,A5_34,0.099
,,00000.929760,A5_23,0.02
,,00000.929760,A5_41,0.009
,,00000.930320,A5_14,0.039
,,00000.930400,A5_11,0.095
,,00000.930720,A5_24,0.026
,,00000.930800,A5_43,0.038
,,00000.930880,A5_32,0.025
,,00000.930960,A5_13,0.042
,,00000.931040,A5_21,0.03
,,00000.931040,A5_44,0.056
,,00000.931600,A5_31,0.145
,,00000.931680,A5_42,0.046
,,00000.931760,A5_22,0.018
,,00000.931920,A5_34,0.079
,,00000.932000,A5_23,0.029
,,00000.933040,A5_11,0.034
,,00000.933600,A5_43,0.039
,,00000.933680,A5_44,0.023
,,00000.933760,A5_13,0.037
,,00000.933920,A5_32,0.018
,,00000.933920,A5_42,0.014
,,00000.934160,A5_21,0.041
,,00000.934640,A5_31,0.02
,,00000.935440,A5_24,0.032
,,00000.935600,A5_11,0.109
,,00000.935600,A5_34,0.059
,,00000.935920,A5_44,0.029
,,00000.936000,A5_22,0.016
,,00000.936160,A5_14,0.027
,,00000.936160,A5_33,0.031
,,00000.936240,A5_32,0.029
,,00000.936240,A5_43,0.024
,,00000.936480,A5_13,0.035
,,00000.937680,A5_21,0.036
,,00000.938160,A5_11,0.046
,,00000.938480,A5_22,0.025
,,00000.938480,A5_34,0.066
,,00000.938480,A5_44,0.017
,,00000.938640,A5_31,0.032
,,00000.938880,A5_43,0.027
,,00000.939760,A5_32,0.037
,,00000.940240,A5_24,0.029
,,00000.940560,A5_13,0.036
,,00000.941040,A5_11,0.056
,,00000.941040,A5_31,0.031
,,00000.941280,A5_43,0.027
,,00000.941600,A5_34,0.06
,,00000.941760,A5_22,0.027
,,00000.941920,A5_21,0.032
,,00000.941920,A5_44,0.037
,,00000.942160,A5_32,0.055
,,00000.942880,A5_14,0.02
,,00000.942960,A5_24,0.027
,,00000.943360,A5_31,0.036
,,00000.944160,A5_43,0.039
,,00000.944560,A5_34,0.086
,,00000.944720,A5_13,0.118
,,00000.944720,A5_21,0.044
,,00000.944720,A5_32,0.053
,,00000.944800,A5_12,0.015
,,00000.945040,A5_41,0.015
,,00000.945360,A5_14,0.055
,,00000.945440,A5_11,0.045
,,00000.945760,A5_31,0.038
,,00000.946160,A5_24,0.029
,,00000.946400,A5_43,0.06
,,00000.947200,A5_21,0.029
,,00000.947280,A5_13,0.142
,,00000.947440,A5_34,0.024
,,00000.948320,A5_11,0.081
,,00000.948400,A5_14,0.042
,,00000.948400,A5_31,0.024
,,00000.948400,A5_32,0.024
,,00000.949600,A5_13,0.042
,,00000.950240,A5_34,0.04
,,00000.950400,A5_21,0.025
,,00000.950480,A5_43,0.032
,,00000.950720,A5_32,0.062
,,00000.950880,A5_24,0.023
,,00000.951040,A5_22,0.016
,,00000.951120,A5_11,0.053
,,00000.951520,A5_31,0.046
,,00000.951520,A5_44,0.034
,,00000.951760,A5_14,0.067
,,00000.951840,A5_12,0.025
,,00000.952320,A5_13,0.128
,,00000.952720,A5_34,0.029
,,00000.953120,A5_43,0.034
,,00000.953760,A5_32,0.048
,,00000.953840,A5_44,0.024
,,00000.954400,A5_31,0.092
,,00000.954800,A5_14,0.031
,,00000.955200,A5_34,0.036
,,00000.955280,A5_11,0.121
,,00000.955360,A5_21,0.042
,,00000.955440,A5_13,0.02
,,00000.955600,A5_43,0.043
,,00000.956480,A5_32,0.047
,,00000.957520,A5_34,0.053
,,00000.957680,A5_11,0.249
,,00000.957840,A5_13,0.152
,,00000.957920,A5_14,0.041
,,00000.957920,A5_21,0.019
,,00000.958080,A5_31,0.009
,,00000.958320,A5_22,0.017
,,00000.958400,A5_43,0.046
,,00000.958880,A5_32,0.031
,,00000.959920,A5_34,0.014
,,00000.960400,A5_11,0.059
,,00000.960560,A5_13,0.029
,,00000.960640,A5_14,0.015
,,00000.961280,A5_31,0.029
,,00000.961680,A5_32,0.038
,,00000.961760,A5_21,0.021
,,00000.962080,A5_33,0.03
,,00000.962400,A5_24,0.029
,,00000.962880,A5_34,0.032
,,00000.963200,A5_43,0.074
,,00000.963360,A5_44,0.035
,,00000.963520,A5_11,0.037
,,00000.964000,A5_13,0.125
,,00000.964160,A5_31,0.062
,,00000.964240,A5_32,0.056
,,00000.964320,A5_41,0.011
,,00000.965120,A5_14,0.028
,,00000.965760,A5_21,0.025
,,00000.966160,A5_43,0.023
,,00000.966240,A5_11,0.05
,,00000.966560,A5_13,0.01
,,00000.966640,A5_34,0.031
,,00000.966800,A5_32,0.011
,,00000.968240,A5_31,0.036
,,00000.968400,A5_43,0.03
,,00000.968560,A5_24,0.023
,,00000.969200,A5_11,0.069
,,00000.969360,A5_13,0.025
,,00000.969360,A5_34,0.044
,,00000.969680,A5_32,0.034
