Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D18_POSTsiembre_P1_C1_(I),00000.050880,C1_43,0.043
Description,,00000.166480,C1_24,0.03
Maestro Edge (Maestro-091) Settings,,00000.174080,C1_43,0.038
   Original File Time,04/23/2024 11:58:46,00000.200080,C1_42,0.035
   Sampling Frequency,12.5 kHz,00000.304640,C1_43,0.039
   Voltage Scale,-5.484861781483107E-08 V/sample,00000.365280,C1_24,0.055
   Experiment Start Time,04/23/2024 11:30:21,00000.365760,C1_42,0.034
   Referencing Method,Median,00000.381280,C1_14,0.017
   Analog Mode Setting,Neural Spikes,00000.396160,C1_24,0.029
   Plate Type,CytoView MEA 24,00000.432560,C1_43,0.042
   Digital Low Pass Filter,3 kHz Kaiser Window,00000.508560,C1_33,0.072
   Digital High Pass Filter,200 Hz IIR,00000.510560,C1_42,0.034
   Temperature Set Point,37.0 Degrees C,00000.511040,C1_33,0.012
   Current Temperature,37.1 Degrees C,00000.513920,C1_33,0.039
   Heater Power,On,00000.531040,C1_43,0.041
   Legacy Heating Mode,Off,00000.657680,C1_43,0.038
   Barcode Plate Type,TwentyFourWell,00000.665600,C1_42,0.037
   Plate Serial Number,114-3632,00000.721200,C1_43,0.017
   CO2 Conc. Set Point,5.0 %,00000.764000,C1_43,0.039
   Actual CO2 Conc.,5.0 %,00000.877440,C1_43,0.043
   Gas Mixer Status,Regulating,00000.893040,C1_42,0.038
   AxIS Version,3.10.3.6,00000.996080,C1_43,0.043
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00001.045760,C1_42,0.034
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00001.061920,C1_43,0.018
,,00001.097280,C1_43,0.043
Spike Detector Settings,,00001.111360,C1_43,0.026
   Method,Adaptive Threshold Crossing,00001.127440,C1_24,0.032
   Threshold,6,00001.184160,C1_42,0.037
   Threshold Status,Variable,00001.210800,C1_43,0.039
   Threshold Crossing Only,True,00001.303280,C1_42,0.035
   Pre-Spike Duration,0.84 ms,00001.329120,C1_43,0.031
   Post-Spike Duration,2.16 ms,00001.426240,C1_42,0.033
   Coincident Event Filter,Default (Well),00001.433920,C1_43,0.036
   Coincidence Occurrence Threshold,4 Electrodes,00001.532880,C1_43,0.038
   Coincidence Event Window,80 µs,00001.561520,C1_42,0.036
   Allow Sample Overlap,false,00001.575600,C1_24,0.03
   Spike Count Interval,1 s,00001.644720,C1_43,0.038
,,00001.725600,C1_42,0.036
,,00001.746160,C1_43,0.033
,,00001.770720,C1_24,0.026
,,00001.801360,C1_33,0.076
,,00001.804160,C1_33,0.02
,,00001.807840,C1_33,0.043
,,00001.853920,C1_43,0.038
,,00001.873520,C1_42,0.033
,,00001.965200,C1_43,0.037
,,00002.032720,C1_42,0.038
,,00002.060000,C1_24,0.033
,,00002.069120,C1_43,0.033
,,00002.151280,C1_42,0.033
,,00002.182800,C1_43,0.04
,,00002.282400,C1_42,0.034
,,00002.299040,C1_43,0.04
,,00002.344000,C1_24,0.029
,,00002.405280,C1_42,0.036
,,00002.416000,C1_43,0.038
,,00002.512240,C1_43,0.038
,,00002.531280,C1_42,0.034
,,00002.562000,C1_24,0.03
,,00002.571760,C1_14,0.019
,,00002.610960,C1_31,0.032
,,00002.622240,C1_43,0.033
,,00002.641920,C1_31,0.021
,,00002.678400,C1_42,0.033
,,00002.740640,C1_43,0.038
,,00002.782080,C1_14,0.019
,,00002.796160,C1_42,0.035
,,00002.805760,C1_24,0.033
,,00002.839040,C1_33,0.072
,,00002.841280,C1_33,0.013
